gID,gName,rDate,rAge,price,dlcCount
484,Mayhem Intergalactic,2009-01-22,0,9.99,0
485,And Yet It Moves,2009-04-02,0,9.99,0
486,Zero Gear,2010-01-12,0,4.99,0
487,Silent Hill: Homecoming,2008-11-06,17,39.99,0
488,Puzzle Chronicles,2010-04-21,0,9.99,0
489,Rocket Knight,2010-05-11,0,14.99,0
490,Biozone,2010-05-07,0,9.99,0
491,Tank Universal,2008-08-21,0,4.99,0
492,Space Ark,2012-03-16,0,4.99,0
493,Eternity's Child,2008-07-31,0,4.99,0
494,Brothers in Arms: Earned in Blood,2008-10-10,17,9.99,0
495,The Sum of All Fears,2008-10-10,0,9.99,0
496,Tom Clancy's Rainbow Six 3: Gold Edition,2008-09-25,0,9.99,0
497,Far Cry 2,2008-10-22,17,9.99,0
498,The Settlers: Rise of an Empire Gold Edition,2008-10-10,0,19.99,0
499,Prince of Persia,2008-12-10,0,9.99,0
500,Galactic Bowling,2008-10-21,0,19.99,0
501,Red Faction: Guerrilla Steam Edition,2009-09-15,0,19.99,1
502,S.T.A.L.K.E.R.: Clear Sky,2008-09-15,0,9.99,0
503,Red Faction,2009-08-05,0,9.99,0
504,Company of Heroes: Tales of Valor,2009-04-08,17,19.99,0
505,Red Faction II,2009-08-06,0,9.99,0
506,Starscape,2008-11-03,0,9.99,0
507,Mr. Robot,2008-11-03,0,9.99,0
508,Shatter,2010-03-15,0,9.99,1
509,The Witcher: Enhanced Edition,2008-09-19,0,9.99,0
510,The Witcher 2: Assassins of Kings Enhanced Edition,2012-04-16,17,19.99,0
511,LEGO Batman: The Videogame,2008-09-29,0,19.99,0
512,Watchmen: The End Is Nigh,2009-03-04,17,4.99,0
513,Watchmen: The End Is Nigh Part 2,2009-07-29,17,4.99,0
514,F.E.A.R.,2010-05-21,17,9.99,0
515,F.E.A.R. 3,2011-06-21,17,19.99,0
516,Lego Harry Potter,2010-06-29,0,19.99,0
517,Gravitron 2,2008-09-30,0,4.99,0
518,Project Aftermath,2008-10-03,0,9.99,0
519,Pyroblazer,2008-11-13,0,4.99,0
520,Age of Booty,2009-03-09,0,0,0
521,FLOCK!,2009-04-07,0,4.99,0
522,Street Fighter IV,2009-07-07,0,19.99,0
523,Bionic Commando,2009-07-28,17,9.99,0
524,Bionic Commando Rearmed,2009-07-28,17,9.99,0
525,Resident Evil 5 / Biohazard 5,2009-09-15,17,19.99,1
526,Driver: Parallel Lines,2009-02-13,17,9.99,0
527,Tom Clancy's EndWar,2009-02-25,0,9.99,0
528,Call of Juarez: Bound in Blood,2009-07-02,17,9.99,0
529,World of Goo,2008-10-13,0,9.99,0
530,Mount & Blade,2008-11-03,0,9.99,0
531,Penumbra: Black Plague,2009-01-23,17,9.99,0
532,Hearts of Iron II: Complete,2009-01-23,0,14.99,0
533,Penumbra: Overture,2009-03-06,17,9.99,0
534,Zeno Clash,2009-04-21,0,9.99,0
535,Rock of Ages,2011-09-07,0,9.99,0
536,Fallout 3,2008-10-28,17,9.99,5
537,Rogue Warrior,2009-12-01,17,4.99,0
538,The Elder Scrolls III: Morrowind,2009-06-16,0,14.99,0
539,The Elder Scrolls IV: Oblivion,2009-06-16,17,14.99,0
540,Call of Cthulhu: Dark Corners of the Earth,2009-06-16,17,4.99,0
541,BRINK,2011-05-09,0,7.99,3
542,Fallout 3 - Game of the Year Edition,2009-12-17,17,19.99,0
543,Fallout: New Vegas,2010-10-19,16,9.99,6
544,Hunted: The Demon's Forge,2011-05-30,0,4.99,0
545,Spectromancer,2009-02-11,0,9.99,3
546,Worms Reloaded,2010-08-26,0,19.99,5
547,Alien Breed: Impact,2010-06-03,0,9.99,0
548,Alien Breed 2: Assault,2010-09-22,0,9.99,0
549,Alien Breed 3: Descent,2010-11-17,0,9.99,0
550,Yosumin!,2009-05-26,0,5.99,0
551,The Last Remnant,2009-04-09,0,9.99,0
552,Gyromancer,2009-11-18,0,5.99,0
553,Imperium Romanum: Gold Edition,2008-11-25,0,9.99,0
554,Europa Universalis: Rome - Gold Edition,2008-12-18,0,9.99,0
555,Grand Ages: Rome,2009-03-20,0,9.99,0
556,Ceville,2009-02-27,0,9.99,0
557,Tropico 3 - Steam Special Edition,2009-10-20,0,9.99,0
558,Puzzle Quest: Galactrix,2009-02-24,0,9.99,0
559,Earth Defense Force: Insect Armageddon,2011-12-14,0,9.99,4
560,Depths of Peril,2010-11-23,0,9.99,0
561,Puzzle Kingdoms,2009-04-27,0,14.99,0
562,Train Simulator,2015-09-17,0,29.99,286
563,DC Universe Online,2011-11-02,0,0,21
564,PAYDAY: The Heist,2011-10-20,17,14.99,2
565,King Arthur - The Role-playing Wargame,2009-11-24,0,9.99,4
566,Crusaders: Thy Kingdom Come,2009-10-08,0,9.99,0
567,Aquaria,2008-12-15,0,9.99,0
568,King Arthur - Fallen Champions,2011-09-16,0,4.99,0
569,King Arthur II - The Role-playing Wargame,2012-01-27,0,9.99,1
570,Trainz: Classic Cabon City,2010-09-01,0,19.99,0
571,Trainz: Settle & Carlisle,2010-10-01,0,19.99,0
572,Trainz Simulator 12,2011-06-08,0,29.99,11
573,Spore: Galactic Adventures,2009-06-23,0,19.99,0
574,Burnout Paradise: The Ultimate Box,2009-03-12,0,19.99,0
575,SimCity 4 Deluxe,2010-07-20,0,19.99,0
576,Command and Conquer 3: Tiberium Wars,2009-11-13,0,14.99,0
577,Command and Conquer: Red Alert 3 - Uprising,2009-10-06,0,19.99,0
578,Command and Conquer 3: Kane's Wrath,2009-11-13,0,19.99,0
579,Medal of Honor: Airborne,2009-10-06,0,9.99,0
580,Need for Speed: SHIFT,2009-10-06,0,19.99,0
581,Battlefield: Bad Company 2,2010-03-02,17,19.99,1
582,Mass Effect 2,2010-01-26,17,19.99,0
583,Lugaru HD,2010-10-08,0,9.99,0
584,Cricket Revolution,2009-10-28,0,2.99,0
585,Eschalon: Book 1,2009-02-10,0,5.99,0
586,Eschalon: Book 2,2010-07-12,0,9.99,0
587,Madballs in...Babo: Invasion,2009-09-17,0,4.99,7
588,Europa Universalis III,2009-02-04,0,14.99,11
589,Europa Universalis III: Divine Wind,2011-01-21,0,9.99,0
590,Knights of Honor,2009-02-04,0,9.99,0
591,Elven Legacy,2009-04-07,0,4.99,0
592,Sword of the Stars Complete Collection,2010-06-04,0,9.99,0
593,Hearts of Iron III,2009-08-07,0,9.99,19
594,King's Bounty: The Legend,2009-05-01,0,6.99,0
595,Supreme Ruler 2020: Gold,2009-07-09,0,9.99,0
596,Majesty 2,2009-09-17,0,9.99,3
597,Majesty: Gold Edition,2009-09-04,0,9.99,0
598,The Maw,2009-03-09,0,9.99,3
599,Drug Wars,2009-03-17,17,4.99,0
600,Cogs,2009-04-14,0,9.99,0
601,Braid,2009-04-10,0,14.99,0
602,Crayon Physics Deluxe,2009-05-06,0,19.99,0
603,The Path,2009-03-18,0,9.99,0
604,The Graveyard,2009-03-09,0,4.99,0
605,FATALE,2009-11-04,0,6.99,0
606,Summer Athletics,2009-04-02,0,19.99,0
607,Blacklight: Tango Down,2010-07-14,0,0.99,0
608,Dangerous High School Girls in Trouble!,2009-02-23,0,19.99,0
609,MEVO & the Grooveriders,2009-03-20,0,9.99,0
610,Space Giraffe,2009-03-19,0,9.99,0
611,GridRunner Revolution,2010-02-22,0,9.99,0
612,Twin Sector,2009-09-16,0,4.99,0
613,Booster Trooper,2010-04-23,0,4.99,0
614,Dead Horde,2011-07-27,0,9.99,0
615,Kane & Lynch 2: Dog Days,2010-08-17,17,9.99,3
616,Yumsters! 2: Around the World!,2009-11-12,0,4.99,0
617,Musaic Box,2009-03-19,0,4.99,0
618,Osmos,2009-08-18,0,9.99,0
619,Guild Wars: Game of the Year Edition,2009-04-22,0,19.99,0
620,Guild Wars: Factions,2009-04-22,0,19.99,0
621,Guild Wars: Trilogy,2009-04-22,0,29.99,0
622,Guild Wars: Nightfall,2009-04-22,0,19.99,0
623,Guild Wars: Eye of the North,2010-10-08,0,19.99,0
624,Caster,2009-03-19,0,1.99,0
625,Dark Sector,2009-03-24,0,9.99,0
626,Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,2009-07-07,0,19.99,0
627,Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay,2009-08-20,0,0,0
628,Tales of Monkey Island: Chapter 3 - Lair of the Leviathan,2009-09-29,0,0,0
629,Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-30,0,0,0
630,Poker Night at the Inventory,2010-11-22,0,4.99,0
631,Back to the Future: Ep 1 - It's About Time,2010-12-23,0,19.99,0
632,Tunnel Rats 1968,2009-05-15,0,19.99,0
633,Iron Grip: Warlord,2008-12-05,0,0,0
634,Nancy Drew: Danger By Design,2009-10-10,0,6.99,0
635,Nancy Drew: Last Train to Blue Moon Canyon,2009-10-10,0,6.99,0
636,Nancy Drew: The Haunted Carousel,2009-10-10,0,6.99,0
637,Nancy Drew: Curse of Blackmoor Manor,2009-10-10,0,6.99,0
638,Nancy Drew: Danger on Deception Island,2009-10-10,0,6.99,0
639,Nancy Drew: Ghost Dogs of Moon Lake,2009-10-10,0,6.99,0
640,Nancy Drew: Legend of the Crystal Skull,2009-07-17,0,6.99,0
641,"Nancy Drew: Lights, Camera, Curses!",2009-07-17,0,6.99,0
642,Nancy Drew: Secret of the Old Clock,2009-10-10,0,6.99,0
643,Nancy Drew: Secret of the Scarlet Hand,2009-10-10,0,6.99,0
644,Nancy Drew: The Creature of Kapu Cave,2009-07-17,0,6.99,0
645,Nancy Drew: The Haunting of Castle Malloy,2009-07-17,0,6.99,0
646,Nancy Drew: The Phantom of Venice,2009-07-17,0,6.99,0
647,Nancy Drew: The White Wolf of Icicle Creek,2009-07-17,0,6.99,0
648,Nancy Drew: Ransom of the Seven Ships,2009-07-21,0,6.99,0
649,Raycatcher,2009-04-17,0,4.99,0
650,Luxor Mahjong,2009-07-13,0,9.99,0
651,Chainz 2: Relinked,2009-07-13,0,9.99,0
652,Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009-09-28,0,9.99,0
653,Everyday Genius: SquareLogic,2009-10-21,0,4.99,0
654,Zombie Bowl-O-Rama,2009-10-15,0,9.99,0
655,Metal Drift,2009-10-22,0,9.99,0
656,Indiana Jones and the Last Crusade,2009-07-08,0,5.99,0
657,Loom,2009-07-08,0,5.99,0
658,The Secret of Monkey Island: Special Edition,2009-07-15,0,9.99,0
659,Lucidity,2009-10-07,0,5.99,0
660,Lego Indiana Jones 2,2010-02-18,0,19.99,0
661,Monkey Island 2: Special Edition,2010-07-07,0,9.99,0
662,Delta Force: Xtreme 2,2009-06-18,0,19.99,0
663,Delta Force,2009-06-18,0,4.99,0
664,Delta Force 2,2009-06-18,0,4.99,0
665,Delta Force: Land Warrior,2009-06-18,0,9.99,0
666,Delta Force: Task Force Dagger,2009-06-18,0,9.99,0
667,Delta Force: Xtreme,2009-06-18,0,19.99,0
668,Delta Force: Black Hawk Down,2009-06-18,0,14.99,0
669,Delta Force: Black Hawk Down - Team Sabre,2009-06-18,0,9.99,0
670,Armored Fist 3,2009-06-18,0,9.99,0
671,F-16 Multirole Fighter,2009-06-18,0,9.99,0
672,F-22 Lightning 3,2009-06-18,0,9.99,0
673,Comanche 4,2009-06-18,0,9.99,0
674,Tachyon: The Fringe,2009-06-18,0,9.99,0
675,Joint Operations: Combined Arms,2009-09-29,0,19.99,0
676,The Lord of the Rings: War in the North,2011-11-01,0,19.99,0
677,Restaurant Empire II,2009-05-27,0,19.99,0
678,Alien Shooter,2009-05-27,0,4.99,0
679,Alien Shooter: Revisited,2009-05-27,0,4.99,0
680,Alien Shooter 2: Reloaded,2009-05-27,0,4.99,0
681,Zombie Shooter,2009-05-27,0,4.99,0
682,Zombie Shooter 2,2009-11-18,0,9.99,0
683,Dawn of Discovery,2009-06-23,0,9.99,0
684,Tom Clancy's Splinter Cell: Conviction,2010-04-29,17,19.99,1
685,Assassin's Creed II,2010-03-09,17,19.99,0
686,Prince of Persia: The Forgotten Sands,2010-06-08,0,9.99,0
687,Call of Juarez: The Cartel,2011-09-13,0,9.99,0
688,Driver San Francisco,2011-09-27,0,19.99,0
689,From Dust,2011-08-17,0,14.99,0
690,Tropico,2009-07-26,0,6.99,0
691,Time of Shadows,2009-09-11,0,9.99,0
692,Patrician III,2010-11-18,0,4.99,0
693,Broken Sword 2 - the Smoking Mirror: Remastered,2009-12-02,0,5.99,0
694,Broken Sword 3 - the Sleeping Dragon,2009-12-02,0,5.99,0
695,Crash Time III,2009-11-25,0,5.99,0
696,Puzzler World,2010-05-28,0,4.99,0
697,Ziro,2010-05-28,0,4.99,0
698,Disciples III: Renaissance,2010-07-16,0,14.99,0
699,Eversion,2010-06-07,0,4.99,0
700,Paws & Claws: Pampered Pets,2009-07-17,0,6.99,0
701,Paws & Claws: Pet School,2009-07-17,0,6.99,0
702,Paws & Claws: Pet Vet,2009-07-17,0,6.99,0
703,18 Wheels of Steel: Extreme Trucker,2009-09-23,0,9.99,0
704,Amelia Earhart,2010-02-22,0,6.99,0
705,Drakensang The River of Time,2011-02-16,0,19.99,1
706,Elizabeth Find M.D. - Diagnosis Mystery - Season 2,2011-06-09,0,19.99,0
707,Arma 2,2009-06-29,17,12.99,1
708,Arma 2: Operation Arrowhead,2010-06-29,17,19.99,3
709,The Fish Fillets 2,2010-11-05,0,4.99,0
710,Pound of Ground,2010-11-05,0,9.99,0
711,AlternativA,2010-11-05,0,12.99,0
712,Alpha Protocol,2010-06-01,17,14.99,0
713,Napoleon: Total War,2010-02-23,0,19.99,4
714,Vancouver 2010: The Official Video Game of the Olympic Winter Games,2010-02-18,0,0,0
715,Sonic and SEGA All Stars Racing,2010-03-03,0,9.99,0
716,Comix Zone,2010-06-01,0,2.99,0
717,Crack Down,2010-06-01,0,2.99,0
718,Ecco the Dolphin,2010-06-01,0,2.99,0
719,Gain Ground,2010-06-01,0,2.99,0
720,Golden Axe,2010-06-01,0,2.99,0
721,Shinobi 3,2010-06-01,0,2.99,0
722,Sonic 3D Blast,2010-06-01,0,4.99,0
723,Space Harrier II,2010-06-01,0,2.99,0
724,Vectorman,2010-06-01,0,2.99,0
725,Altered Beast,2010-06-01,0,2.99,0
726,Shadow Dancer,2010-06-01,0,2.99,0
727,Alex Kidd in the Enchanted Castle,2010-09-13,0,2.99,0
728,Bonanza Bros,2010-09-13,0,2.99,0
729,Columns,2010-09-13,0,2.99,0
730,Dr. Robotnik's Mean Bean Machine,2010-09-13,0,4.99,0
731,Ecco Jr.,2010-09-13,0,2.99,0
732,Eternal Champions,2010-09-13,13,2.99,0
733,Fatal Labyrinth,2010-09-13,0,2.99,0
734,Galaxy Force II,2010-09-13,0,2.99,0
735,Kid Chameleon,2010-09-13,0,2.99,0
736,Ristar,2010-09-13,0,2.99,0
737,Sonic Spinball,2010-09-13,0,4.99,0
738,Super Thunder Blade,2010-09-13,0,2.99,0
739,Alien Storm,2010-10-26,0,2.99,0
740,Bio-Hazard Battle,2010-10-26,0,2.99,0
741,Columns III,2010-10-26,0,2.99,0
742,Decap Attack,2010-10-26,0,2.99,0
743,Ecco The Tides of Time,2010-10-26,0,2.99,0
744,Total War: SHOGUN 2,2011-03-15,0,24.99,8
745,Death to Spies: Moment of Truth,2009-08-07,0,9.99,0
746,XIII Century,2009-08-28,0,6.99,0
747,Light of Altair,2009-06-04,0,14.99,0
748,Order of War,2009-09-17,0,7.99,0
749,Massive Assault,2009-11-04,0,9.99,0
750,Massive Assault: Phantom Renaissance,2009-11-04,0,9.99,0
751,Massive Assault Network 2,2009-11-04,0,14.99,0
752,Chronicles of Mystery: The Scorpio Ritual,2009-06-18,0,4.99,0
753,Project Freedom,2009-10-14,0,2.99,0
754,Combat Wings: Battle of Britain,2009-10-14,0,4.99,0
755,Sniper: Ghost Warrior,2010-06-24,0,7.99,2
756,Sniper Ghost Warrior 2,2013-03-11,17,19.99,3
757,Bad Rats,2009-07-20,0,0.99,0
758,Razor2: Hidden Skies,2010-07-19,0,9.99,0
759,Mini Ninjas,2009-09-08,0,9.99,0
760,Batman: Arkham Asylum GOTY Edition,2010-03-26,0,19.99,0
761,Flora's Fruit Farm,2009-10-01,0,3.99,0
762,Lara Croft and the Guardian of Light,2010-09-28,0,9.99,4
763,Warfare,2009-07-20,0,12.99,0
764,Clutch,2009-07-20,0,9.99,0
765,Insane 2,2012-01-24,0,14.99,0
766,Rising Storm/Red Orchestra 2 Multiplayer,2011-09-13,17,19.99,0
767,The Ball,2010-10-26,17,9.99,0
768,Dwarfs!?,2011-05-04,0,9.99,0
769,Big Brain Wolf,2009-11-05,0,9.99,0
770,Trine,2009-07-02,0,14.99,0
771,Trine 2,2013-06-06,0,19.99,0
772,BRAINPIPE: A Plunge to Unhumanity,2009-07-06,0,0,0
773,Foreign Legion: Buckets of Blood,2009-08-04,0,4.99,0
774,Tradewinds Classic,2009-07-17,0,4.99,0
775,Tradewinds Caravans,2009-07-17,0,14.99,0
776,Westward,2009-07-17,0,14.99,0
777,Cake Mania,2009-07-17,0,14.99,0
778,Monster Mash,2009-07-17,0,4.99,0
779,Kuros,2009-09-21,0,6.99,0
780,Granny in Paradise,2009-07-17,0,14.99,0
781,Cake Mania Main Street,2010-02-16,0,6.99,0
782,Westward IV,2010-02-16,0,6.99,0
783,Iron Roses,2010-02-16,0,6.99,0
784,Forsaken World,2011-06-14,0,0,0
785,Angle of Attack,2009-08-17,0,9.99,0
786,All Aspect Warfare,2009-08-17,0,9.99,0
787,Ninja Blade,2009-11-19,0,9.99,0
788,UFO: Extraterrestrials Gold,2010-02-17,0,9.99,0
789,Aztaka,2009-11-05,0,9.99,0
790,Chocolatier: Decadence by Design,2009-08-12,0,9.99,0
791,Cooking Dash,2009-08-12,0,9.99,0
792,Diaper Dash,2009-08-12,0,9.99,0
793,Diner Dash: Hometown Hero,2009-08-12,0,9.99,0
794,Dream Chronicles: The Chosen Child,2009-08-12,0,14.99,0
795,Emerald City Confidential,2009-08-12,0,9.99,0
796,Wandering Willows,2009-08-12,0,14.99,0
797,Wedding Dash 2: Rings Around the World,2009-08-12,0,9.99,0
798,Zenerchi,2009-08-12,0,9.99,0
799,DinerTown Tycoon,2009-09-30,0,9.99,0
800,DinerTown Detective Agency,2010-05-06,0,6.99,0
801,NightShift Code,2010-05-06,0,6.99,0
802,NightShift Legacy,2010-05-06,0,6.99,0
803,Fitness Dash,2010-05-06,0,6.99,0
804,Mahjong Roadshow,2010-05-06,0,6.99,0
805,TriJinx,2010-05-06,0,6.99,0
806,Valerie Porter,2010-05-06,0,6.99,0
807,Gemini Lost,2010-05-06,0,6.99,0
808,"Time Gentlemen, Please!",2009-08-25,0,4.99,0
809,Magnetis,2009-11-05,0,1.99,0
810,Windosill,2009-09-25,0,2.99,0
811,QuantZ,2009-09-03,0,9.99,0
812,Jewel Quest,2009-08-24,0,19.99,0
813,Mahjong Quest,2009-08-24,0,9.99,0
814,Coconut Queen,2009-12-17,0,9.99,0
815,Build-A-Lot,2009-12-17,0,9.99,0
816,Build-A-Lot 2,2009-12-17,0,9.99,0
817,Build-A-Lot 3,2009-12-17,0,9.99,0
818,Build-A-Lot 4,2009-12-17,0,9.99,0
819,Farm Frenzy,2010-02-15,0,4.99,0
820,Farm Frenzy 2,2010-02-15,0,4.99,0
821,Farm Frenzy Pizza Party,2010-02-15,0,4.99,0
822,Farm Frenzy 3,2010-02-15,0,9.99,0
823,Farm Frenzy 3 American Pie,2010-02-15,0,9.99,0
824,Cradle of Rome,2010-02-20,0,9.99,0
825,Cradle of Persia,2010-02-20,0,9.99,0
826,Romance of Rome,2010-02-20,0,9.99,0
827,Roogoo,2009-12-17,0,1.99,0
828,Counter-Strike: Condition Zero Deleted Scenes,2004-03-01,0,9.99,0
829,Portal 2 - Pre-order,2011-04-18,0,19.99,1
830,SiN Multiplayer,2006-05-10,0,9.99,0
831,SiN,2006-05-10,0,9.99,0
832,Dark Messiah of Might & Magic Multi-Player,2006-10-25,17,9.99,0
833,Gumboy Crazy Features,2006-12-19,0,4.99,0
834,RIP 2: Strike Back,2007-06-01,0,4.99,0
835,RIP 3: The Last Hero,2007-06-01,0,4.99,0
836,Race Dedicated Server,2006-11-24,0,39.99,0
837,Natural Selection 2 - Deluxe DLC,2012-10-30,0,9.99,5
838,Shank pre-order,2010-10-25,17,9.99,0
839,Rage,2011-10-03,17,9.99,1
840,Call of Duty: Modern Warfare 2 - Multiplayer,2009-11-11,0,19.99,2
841,Jagged Alliance 2: Gold Pack,2006-07-06,0,19.99,0
842,Jagged Alliance 2 Gold: Unfinished Business,2006-07-06,0,19.99,0
843,Pacific Fighters,2008-06-13,0,9.99,0
844,Crysis Wars,2008-09-17,17,19.99,0
845,Deathspank Pre-order,2010-10-25,0,14.99,0
846,Crazy Machines 1.5 New from the Lab,2008-12-12,0,9.99,0
847,Crazy Machines 1.5 Inventors Training Camp,2008-12-12,0,9.99,0
848,F.E.A.R.: Extraction Point,2010-05-21,17,9.99,0
849,F.E.A.R.: Perseus Mandate,2010-05-21,17,9.99,0
850,BRINK Spec Ops DLC,2011-05-09,0,7.99,3
851,BRINK Doom Pack DLC,2011-05-09,0,7.99,3
852,Railworks Class 20 Pack DLC,2015-09-17,0,29.99,286
853,Railworks Class 45 Pack DLC,2015-09-17,0,29.99,286
854,Railworks Evening Star DLC,2015-09-17,0,29.99,286
855,Railworks Class56 DLC,2015-09-17,0,29.99,286
856,Sword of the Stars,2010-06-04,0,9.99,0
857,Tom Clancy's Splinter Cell Conviction,2010-04-29,17,19.99,1
858,Tropico 2: Pirate Cove,2009-07-26,0,6.99,0
859,Batman: Arkham Asylum,2010-03-26,0,19.99,0
860,Goblin Menace DLC,2013-06-06,0,19.99,0
861,Tradewinds 2,2009-07-17,0,4.99,0
862,Tradewinds Legends,2009-07-17,0,4.99,0
863,Tradewinds Odyssey,2009-07-17,0,14.99,0
864,Westward 2,2009-07-17,0,14.99,0
865,Westward 3,2009-07-17,0,14.99,0
866,Cake Mania 2,2009-07-17,0,14.99,0
867,Cake Mania 3,2009-07-17,0,14.99,0
868,Super Granny 3,2009-07-17,0,14.99,0
869,Super Granny 4,2009-07-17,0,14.99,0
870,"Ben There, Dan That!",2009-08-25,0,4.99,0
871,Jewel Quest 2,2009-08-24,0,19.99,0
872,Jewel Quest 3,2009-08-24,0,19.99,0
873,Jewel Quest Mysteries,2009-08-24,0,19.99,0
874,Mahjong Quest 2,2009-08-24,0,9.99,0
875,Mahjong Quest 3,2009-08-24,0,9.99,0
876,Hotel Giant 2,2010-01-27,0,7.99,0
877,Fallout,2009-08-19,16,9.99,0
878,Fallout 2,2009-08-19,16,9.99,0
879,Fallout Tactics,2009-08-19,16,9.99,0
880,Kingpin,2009-08-19,0,9.99,0
881,Sacrifice,2009-08-19,0,9.99,0
882,MDK,2009-09-17,0,9.99,0
883,MDK 2,2009-09-17,0,9.99,0
884,Earthworm Jim 2,2009-11-04,0,19.99,0
885,Faerie Solitaire,2010-09-17,0,9.99,0
886,Toki Tori,2010-01-28,0,4.99,0
887,RUSH,2010-12-03,0,4.99,0
888,EDGE,2011-08-11,0,7.99,0
889,CrimeCraft GangWars,2011-08-22,0,0,0
890,Moonbase Alpha,2010-07-06,0,0,0
891,Season of Mystery : The Cherry Blossom Murders,2010-02-03,0,4.99,0
892,RIFT,2011-03-01,0,0,7
893,FINAL FANTASY VII,2013-07-04,13,11.99,0
894,FINAL FANTASY VIII,2013-12-05,13,11.99,0
895,Dungeon Siege III,2011-06-20,0,14.99,1
896,Dungeon Siege,2011-04-05,0,6.99,0
897,Dungeon Siege 2,2005-08-16,0,6.99,0
898,FINAL FANTASY XIV: A Realm Reborn,2014-02-18,0,19.99,1
899,Pets Fun House,2009-09-23,0,19.99,0
900,Gothic 3,2009-12-02,0,9.99,0
901,The Guild Gold Edition,2014-09-09,0,9.99,0
902,Painkiller: Black Edition,2007-01-24,17,9.99,0
903,SpellForce: Platinum Edition,2009-11-03,0,9.99,0
904,SpellForce 2: Gold Edition,2009-10-29,0,14.99,0
905,Painkiller: Resurrection,2009-10-27,0,9.99,0
906,AquaNox,2010-04-20,0,4.99,0
907,AquaNox 2: Revelation,2010-04-20,0,4.99,0
908,The Guild II,2010-06-24,0,9.99,0
909,The Guild II - Pirates of the European Seas,2010-06-24,0,9.99,0
910,Chaser,2010-07-16,0,4.99,0
911,The Guild II: Renaissance,2010-07-28,0,9.99,0
912,ArcaniA,2010-10-15,0,19.99,0
913,Nation Red,2009-09-03,0,9.99,0
914,Coniclysm,2010-03-26,0,4.99,0
915,Supreme Commander 2,2010-03-01,0,12.99,1
916,ItzaZoo,2009-12-09,0,9.99,0
917,Risen,2009-10-02,17,9.99,0
918,Rush for Berlin: Gold Edition,2009-10-29,0,4.99,0
919,Secret Files: Tunguska,2009-10-29,0,9.99,0
920,Secret Files: Puritas Cordis,2009-10-29,0,9.99,0
921,Lost Horizon,2010-09-24,0,9.99,0
922,Nail'd,2010-11-30,0,4.99,0
923,Risen 2 - Dark Waters,2012-04-26,0,9.99,3
924,AI War: Fleet Command,2009-10-21,0,9.99,6
925,Tidalis,2010-07-16,0,4.99,0
926,Sacraboar,2009-11-06,0,8.99,0
927,Machinarium,2009-10-16,0,9.99,0
928,Samorost 2,2009-12-10,0,4.99,1
929,Super Meat Boy,2010-11-30,0,14.99,0
930,The Misadventures of P.B. Winterbottom,2010-04-20,0,4.99,0
931,Stronghold HD,2013-10-21,0,5.99,0
932,Stronghold 2,2013-10-21,0,5.99,0
933,Stronghold Crusader HD,2013-10-21,0,9.99,0
934,Stronghold Legends,2013-10-21,0,5.99,0
935,Serious Sam HD: The First Encounter,2009-11-24,17,14.99,0
936,Second Edition Full Game,2010-04-28,0,19.99,2
937,Serious Sam Classic: The First Encounter,2010-03-22,0,99.99,0
938,Serious Sam Classic: The Second Encounter,2010-09-22,0,99.99,0
939,Serious Sam 3: BFE,2011-11-22,0,39.99,2
940,Hammerfight,2009-10-28,0,4.99,0
941,Altitude,2009-12-04,0,0,0
942,Doom Rails,2009-11-04,0,2.99,0
943,Torchlight,2009-10-27,0,14.99,0
944,Earthworm Jim 3D,2009-11-04,0,19.99,0
945,Tommy Tronic,2010-10-28,0,9.99,0
946,Death and the Fly,2011-05-23,0,9.99,0
947,S.T.A.L.K.E.R.: Call of Pripyat,2010-02-11,0,19.99,0
948,Cargo! - The quest for gravity,2011-04-21,0,9.99,0
949,Gratuitous Space Battles,2009-11-16,0,14.99,7
950,The Bard's Tale,2009-12-11,0,9.99,0
951,Trino,2011-01-27,0,4.99,0
952,Lead and Gold - Gangs of the Wild West,2010-04-08,17,9.99,0
953,Hamilton's Great Adventure,2011-05-31,0,9.99,1
954,War of the Roses,2013-02-06,0,0,3
955,Krater,2012-06-12,0,14.99,1
956,Nancy Drew Dossier: Resorting to Danger!,2009-11-19,0,6.99,0
957,Nancy Drew: Secrets can Kill,2011-07-25,0,6.99,0
958,Nancy Drew: The Captive Curse,2011-07-25,0,6.99,0
959,Nancy Drew: Trail of the Twister,2011-07-25,0,6.99,0
960,DogFighter,2010-06-14,0,2.99,0
961,Transformers: War for Cybertron,2010-06-22,0,19.99,0
962,Singularity,2010-06-30,0,29.99,0
963,Call of Duty: Modern Warfare 3,2011-11-08,17,39.99,4
